Item Name,MFR Name,Selling,M.R.P,Total Stock
OLD SPICE SHAVE CREAM LIME 150ML,MFR,245,250,1
OLD SPICE SHAVE CREAM LIME 30G,MFR,29,30,1
OLD SPICE SHAVE CREAM LIME 70G,MFR,74,75,4
OLD SPICE SHAVE CREAM MUSK 30G,MFR,39,40,1
OLD SPICE SHAVE CREAM MUSK 70G,MFR,74,75,2
OLD SPICE SHAVE CREAM ORGINAL 30G,MFR,29,30,0
OLD SPICE SHAVE CREAM ORGINAL 70G,MFR,58,60,0
OLD SPICE SPORT FR SPY 150ML,MFR,194,199,0
OLD SPICE TIMBER DEO 140ML,MFR,219,249,4
OLD SPICE WH WATER SPY 150ML,MFR,194,199,0
OLEE OLEE LAMP OIL 1L,MFR,170,238,21
OLEE OLEE LAMP OIL 500ML,MFR,100,127,12
OLEEV ACTIVE 1LR,MFR,265,269,4
OLEEV ACTIVE 5LTR,MFR,"1,160.00","1,195.00",1
OLEEV EXTRA LIGHT OLIVE OIL 500ML,MFR,790,799,1
OLEEV EXTRA VIRGIN OLIVE OIL 500ML,MFR,840,849,2
OLEEV PASTA,MFR,120,120,19
OLEEV POMACE OIL 1LR,MFR,800,899,0
OLEEV SMART 1LR,MFR,140,145,12
OLIVANA NATURAL OLIVE OIL 100ML,MFR,165,169,14
OLIVANA NATURAL OLIVE OIL 200ML,MFR,250,275,5
OM BAKTHI HALDI KUM KUM POW 15G,MFR,11,12,2
OM BAKTHI HALDI TURMERIC POW 15G,MFR,11,12,0
OM BAKTHI WICK FOR DIYA COTTAON THERI,MFR,24,25,0
OM BAKTHI WICK FOR DIYA COTTAON THERI 100N,MFR,19,20,0
OM BHAKTHI DIYA GHEE COTTON WICKS,MFR,135,139,0
OM SAI FLORA ,MFR,63,65,0
OM SAI FLORA 28/-,MFR,27,28,0
OM SAKTHE GRAM FLOUR 500G,MFR,58,60,35
OM SAN KARPORAM 45/-,MFR,48,50,1
OM SANTH KARPORAM 20/-,MFR,19,20,2
OM SANTHI OIL 1LTR,MFR,199,230,3
OM SANTHI OIL 500ML,MFR,82,85,2
OM SHA TURMERIC POWDER 50G,MFR,14,15,0
OM SHANTHI KUMKUM 40G,MFR,14,15,0
OM SHANTHI PUJA OIL 500ML,MFR,115,120,13
OM SHANTHI VIBHUTI 40G,MFR,9.8,10,1
OMAM 50G,MFR,35,40,4
OMAM 50G N,MFR,35,40,31
OMAM BULK,MFR,600,650,1.9
OMEGA CLIP,MFR,9.8,10,11
OMEGA DUSTER,MFR,39,40,34
OMG CHOCOLATE,MFR,14.5,15,6
OMHS GRAPES JUCE 700ML,MFR,120,125,1
OMHS MANGO 700ML,MFR,100,105,3
OMHS NANARI 700ML,MFR,115,125,3
OMHS ORANGE 700ML,MFR,100,105,1
OMHS PINEAPPLE 700ML,MFR,100,105,7
OMHS ROSE 700ML,MFR,115,125,8
OMUM WATER 200ML,MFR,25,27,7
ONE 8 NO GAS BLANC 120 ML,MFR,202.05,225,0
ONE 8 NO GAS BLEU 120ML,MFR,202.05,225,0
ONE 8 NO GAS EMERALD 120ML,MFR,218,225,0
ONE 8 NO GAS GOLD 120 ML,MFR,202.05,225,0
ONE 8 NO GAS ROUGE 120ML,MFR,202.05,225,0
ONE MAN SHOW SPRAY 200ML,MFR,130,200,0
ONION SAMBAR/VENGAYAM,MFR,130,130,40.34
ONION WHITE,MFR,0,0,0
ONION/VENGAYAM,MFR,50,50,26.08
OOTHUKULI COW GHEE,MFR,248,250,5
OOTHUKULI COW GHEE 100ML,MFR,98,100,0
OOTHUKULI COW GHEE 500ML,MFR,490,495,2
OOTY VARKEY 60/-,MFR,45,50,2
OPEN PERFUME 200ML,MFR,130,200,0
OPP MAGNET PARFUM 30ML,MFR,120,175,1
OPP MAGNET PARFUM 60ML,MFR,185,255,4
OPP MAGNET PERFUME 100ML,MFR,250,340,1
ORA DEVI FLORA 50G+10G,MFR,64,65,6
ORAL -B SENSITIVE GUMS,MFR,80,85,3
ORAL -B SENSITIVE X,MFR,255,260,0
ORAL-B  CRISSCROSS,MFR,88,90,1
ORAL-B 123 CD SOFT 1N,MFR,29,30,1
ORAL-B 123 CLOVE EX B2G1,MFR,78,80,1
ORAL-B 123 NEEM EX M 1N,MFR,34,35,4
ORAL-B 123 NEEM EX SO 1N,MFR,34,35,10
ORAL-B 123 NEEM EX SO 3N,MFR,66,70,0
ORAL-B 3IN1 HERBS,MFR,39,40,1
ORAL-B ANTI BACT P-HEALTH 198,MFR,178,198,5
ORAL-B CA DF 123 BL M 1N,MFR,29,30,5
ORAL-B CA DF 123 BL M40 1N,MFR,29,30,15
ORAL-B CA DF 123 S 1N,MFR,29,30,12
ORAL-B CA DF 123 S 2N,MFR,43,44,6
ORAL-B CA DF 123 S 6N,MFR,108,120,7
ORAL-B CA DF BL M40 4N,MFR,97,99,0
ORAL-B CA DF BL S40 4N,MFR,97,99,0
ORAL-B CA DF S40 2N,MFR,43,44,1
ORAL-B CAVITY DEFENSE ,MFR,110,120,0
ORAL-B CC M,MFR,73,75,0
ORAL-B CD123 M 1N,MFR,24,25,1
ORAL-B CD123 M40 1N,MFR,24,25,4
ORAL-B CD123 S 1N,MFR,24,25,11
ORAL-B CHARCOAL ,MFR,110,120,0
ORAL-B CHARCOL MEDIUM,MFR,24,25,5
ORAL-B CHARCOL SOFT,MFR,34,35,3
ORAL-B CLASSIC CLE MED 1N,MFR,34,35,13
ORAL-B CLASSIC S CLE 1N,MFR,34,35,1
ORAL-B CLOVE EX SOFT B2G2,MFR,153,170,0
ORAL-B COMPLETE CLEAN ,MFR,14.5,15,1
ORAL-B CRISS CROSS GUM CARE ,MFR,140,160,0
ORAL-B CRISS CROSS M ,MFR,59,60,0
ORAL-B CRISS CROSS NEEM ,MFR,145,150,4
ORAL-B CRISSCROSS ,MFR,170,190,0
ORAL-B CRISSCROSS 190/,MFR,188,190,8
ORAL-B CRISSCROSS MED,MFR,78,80,2
ORAL-B FR CL M40 1N,MFR,18,20,8
ORAL-B FR NEEM M 1N,MFR,24,25,4
ORAL-B FR NEEM M M40 1N,MFR,24,25,11
ORAL-B GEN CR CLOVE EX 1N,MFR,34,35,9
ORAL-B GUM PRO EX SFT 1N,MFR,31,32,1
ORAL-B KIDS 2+ YE 1N,MFR,24,25,3
ORAL-B KIDS 3S,MFR,58,60,4
ORAL-B KIDS BR SFT 1N,MFR,48,50,4
ORAL-B KIDS BRUSH,MFR,14,15,2
ORAL-B KIDS SUPER STAR 3 IN 1,MFR,47,50,0
ORAL-B KIDS TOM JERRY BRUSH,MFR,130,135,1
ORAL-B PH ANTI BACT 1N,MFR,87,89,4
ORAL-B PH ANTI PLAQ 2+2,MFR,115,135,2
ORAL-B PH ANTI PLAQ 2N,MFR,97,99,0
ORAL-B PH ANTI PLAQ MED 1N,MFR,49,50,6
ORAL-B PH ANTI PLAQ SOFT 1N,MFR,49,50,8
ORAL-B PH CHAR SENSI EX SO 40 2+1N,MFR,160,180,11
ORAL-B PH CHAR SENSI EX SO 401N,MFR,88,90,0
ORAL-B PH GC M 2+2,MFR,147,150,0
ORAL-B PH GC M40 2N,MFR,117,120,1
ORAL-B PH GC MM40 1N,MFR,68,75,6
ORAL-B PH GC SF 1N,MFR,68,75,11
ORAL-B PH GC SF 2+2,MFR,147,150,6
ORAL-B PH GC SF40 2+1,MFR,147,150,5
ORAL-B PH GC SF40 2N,MFR,110,120,6
ORAL-B PH MED40 1N,MFR,49,50,2
ORAL-B PH NEEM EX M 1N,MFR,49,50,6
ORAL-B PH NEEM EX M 2+2,MFR,127,130,0
ORAL-B PH NEEM EX SF 4N,MFR,95,99,0
ORAL-B PH SFT40 1N,MFR,49,50,2
ORAL-B PH SMARTFL 1N,MFR,122,125,0
ORAL-B PH SMARTFL 2N,MFR,188,208,1
ORAL-B PH ULTRA SENSI 2+1N,MFR,130,150,0
ORAL-B SENSI CR EX SFT 1N,MFR,29,30,0
ORAL-B SENSI CR EX SFT 5N,MFR,97,99,1
ORAL-B SENSI EX SFT 1N,MFR,48,49,6
ORAL-B SENSI EX SFT 2+2N,MFR,96,98,1
ORAL-B SENSI EX SFT 2N,MFR,68,78,0
ORAL-B SENSI ULT BL EX SFT 1N,MFR,70,75,5
ORAL-B SENSI ULT BL EX SFT 2+1N,MFR,110,120,2
ORAL-B SENSI ULT GR EX SFT 1N,MFR,68,70,6
ORAL-B SENSI ULT GR EX SFT 2+1,MFR,150,170,5
ORAL-B SENSI ULT GR EX SFT 2+2,MFR,110,120,0
ORAL-B SENSI ULTRA EX SFT 1N,MFR,56,60,3
ORAL-B SENSI ULTRA EX SFT 2+1,MFR,117,120,0
ORAL-B SENSI UT 2N,MFR,93,96,4
ORAL-B SENSI WHITEN SFT1N,MFR,48,49,3
ORAL-B SENSITIVE ,MFR,105,110,0
ORAL-B SHINY CL CLOVE EX SFT,MFR,24,25,3
ORAL-B SHINY CLEAN MEDIUM,MFR,19,20,18
ORAL-B TULSI ,MFR,24,25,0
ORAL-B ULT SEN 1N,MFR,73,75,1
ORAL-B ULTATHIN GREEN E.SOFT,MFR,150,170,0
ORAL-B ULTRA GREEN 2+2,MFR,130,150,1
ORANGE,MFR,70,70,12.82
ORANGE CANDY 120G,MFR,49,50,1
ORANGE IDLY RICE 25KG,MFR,950,"1,000.00",6
ORANGE IDLY RICE BULK,MFR,38,48,0
ORANGE IMPORTED,MFR,0,0,0
ORANGE SOAN TREAT,MFR,68,70,6
ORBIT 10/-,MFR,9.8,10,17
ORBIT 5 /-,MFR,5,5,112
ORBIT BLUE SUGARFREE 5/-,MFR,10,10,8
ORBIT GREEN BOTTLE RS.50,MFR,49,50,10
ORBIT MIX FRUIT 50/-,MFR,49,50,9
ORBIT ROSE 10/-,MFR,9.8,10,4
ORBIT RS.5 GREEN,MFR,5,5,34
ORBIT RS.5 ROSE,MFR,5,5,29
ORBIT RS.5 WHITE,MFR,5,5,28
ORBIT RS.5 YELLOW,MFR,5,5,69
ORBIT SUGAR FREE RAW MANGO FLA 5/-,MFR,5,5,26
ORBIT SUGARFREE ,MFR,49,50,2
ORBIT WHITE  BOTTLE RS.50,MFR,49,50,12
OREO CHOCO CREAME RS.10/-,MFR,9.8,10,9
OREO CHOCO CREAME RS.20/-,MFR,19.5,20,12
OREO DIPPED 150G,MFR,69,70,4
OREO DIPPED 20/-,MFR,24,25,4
OREO DOUBLE STUF 120G,MFR,34,35,1
OREO DOUBLE STUF 60G,MFR,20,20,3
OREO ORG BISCUIT RS.10/-,MFR,9.8,10,-2
OREO RED VELVET 60G,MFR,20,20,0
OREO STABERRY BIS 10/-,MFR,9.8,10,3
ORGANIC INDIA AYUSH KWATH GREEN TEA 25N 184/-,MFR,175,184,3
ORGANIC INDIA HONEY 250G,MFR,189,194,0
ORGANIC INDIA JAGGERY POWDER,MFR,95,97,2
ORGANIC INDIA SIMPLY CHAMOMILE GREEN TEA 25N /-,MFR,180,184,2
ORGANIC INDIA TULSI CINNAMON GILOY GREEN 25N ,MFR,175,184,0
ORGANIC INDIA TULSI HONEY CHAMOMILE 25N,MFR,165,168,1
ORGANIC ROAS CHANNA DAL 500G,MFR,115,115,0
ORGANIC TAT BROWN RICE 1KG,MFR,105,110,0
ORGANIC TAT BROWN SUGAR 1KG,MFR,140,150,0
ORGANIC TAT BROWN SUGAR 500G,MFR,70,75,0
ORGANIC TATT BROKEN RICE 1KG,MFR,70,72,4
ORGANIC TATT CHAKKI ATTA 1KG,MFR,64,65,5
ORGANIC TATT FLAX SEEDS,MFR,34,35,0
ORGANIC TATT POHA 500G,MFR,65,70,4
ORGANIC TATT RED POHA 500G,MFR,75,80,2
ORGANIC TATTVA MIXED DAL 500G,MFR,115,120,0
ORGANIC TULSI GIN TURMER 148,MFR,193,195,2
ORGANIC TULSI GING 100GM ZIPP,MFR,140,160,2
ORGANIC TULSI GING 25S ,MFR,140,148,0
ORGANIC TULSI GREE TEA ASHWAGAN,MFR,190,194,0
ORGANIC TULSI GREEN 100GM ZIPPER,MFR,170,175,0
ORGANIC TULSI GREEN TEA CLASSIC 10S ,MFR,71,74,0
ORGANIC TULSI GREEN TEA CLASSIC 25S ,MFR,210,215,5
ORGANIC TULSI LEMON GING 25S,MFR,210,214,9
ORGANIC TULSI ORIGINAL 100GM ZIPP,MFR,137,140,0
ORGANIC TULSI ORIGINAL 25S ,MFR,190,195,2
ORGO SYRUP 140,MFR,110,140,110
ORID DAL 5KG,MFR,740,760,0
ORID DHAL BULK,MFR,150,160,115.7
ORID DHALL 1KG,MFR,164,170,41
ORID DHALL 1KG OLD,MFR,128,140,0
ORID DHALL 500G,MFR,82,90,32
ORID DHALL 500G OLD,MFR,64,78,0
ORID SPLIT 100G,MFR,19,25,13
ORID SPLIT 100G OLD,MFR,16,26,0
ORID SPLIT 250G,MFR,47.5,55,19
ORID SPLIT 250G OLD,MFR,40,46,0
ORID SPLIT 500G OLD,MFR,80,92,1
ORID SPLIT 50G,MFR,10,16,15
ORID SPLIT 50G OLD,MFR,8,16,31
ORID SPLIT BULK,MFR,190,200,3.1
ORIENT  CHOCOLATE,MFR,115,130,0
ORIENT CHOCOLATE,MFR,330,350,4
ORIGAMI KITCHEN MATT,MFR,77,78,0
ORIGINAL GINGER ALE SCHWEPPES 300ML,MFR,49,50,0
ORIGINAL KIMIA DATES 500G,MFR,160,275,4
ORS LEMON,MFR,41,42,1
ORS PROLYTE APPLE 200G,MFR,41,42,4
ORS PROLYTE ORANGE 200G,MFR,44,45,1
ORTHOHERB CREAM 10G,MFR,43,45,4
ORYSA RICE BRAIN OIL 1LTR,MFR,149,166,1
OS POCKET BODAY SPRAY,MFR,0,0,0
OSHEN CHOCO CARAMEL BOX,MFR,230,250,10
OSHEN CHOCO PAAN,MFR,50,55,7
OSHEN KESAR PEDA,MFR,230,250,13
OSHEN KULFI TOFFEE,MFR,90,100,0
OSHON 2 MANGO BAG,MFR,120,150,5
OSHON CAKE CHOCO CAKE 5/-,MFR,5,5,5
OSHON CHOCO BLITS DARK,MFR,110,125,1
OSHON CHOCO BLITZ STRAWBEERY,MFR,110,125,3
OSHON CHOCO BLITZ WHITE,MFR,110,125,2
OSHON CHOCO MAGIC 750G,MFR,230,250,0
OSHON CHOCO PAAN 910G,MFR,330,350,1
OSHON FUN CONES CHOCO,MFR,5,5,10
OSHON FUN CONES STRAWBERRY,MFR,5,5,43
OSHON GIFT BOX ECLAIRS,MFR,95,100,0
OSHON KARADI FRUIT BEAR,MFR,140,180,2
OSHON KESAR BADAM TOFFEE,MFR,90,100,0
OSR BOY 40ML,MFR,105,135,0
OSR BOY 60ML,MFR,140,181,0
OSR GIRL 30ML,MFR,105,135,1
OSR GIRL 60ML,MFR,140,181,3
OSR GIRL PERFUME 120ML,MFR,199,245,0
OSSUM DEO CHEER 115ML,MFR,202.05,225,0
OSSUM DEO COMPORT 115ML,MFR,202.05,225,6
OSSUM DEO PAMPER 115ML,MFR,202.05,225,0
OSSUM DEO ZEAL115ML,MFR,202.05,225,1
OSSUM PER MIST BLOSSOM 115ML,MFR,270,275,2
OSSUM PER MIST DELIGHT 115ML,MFR,265,275,2
OSSUM PER MIST PLEASURES 115ML,MFR,270,275,2
OSSUM PER MIST ROMANCE 115ML,MFR,265,275,3
OSSUM PER SPRAY APPEAL 120ML,MFR,245,250,1
OSSUM PER SPRAY CHERISH 120ML,MFR,245,250,2
OSSUM PER SPRAY DESIRE 120ML,MFR,245,250,4
OSSUM PER SPRAY TEASER 120ML,MFR,245,250,2
OSSUM PERFUME 25 ML,MFR,83,85,24
OTAGAM MARK APPALAM 100G,MFR,14,16,0
OTTO AQUAD-DI 200ML,MFR,180,199,0
OTTO ARURA B SRY 200ML,MFR,179.1,199,0
OTTO GRANDE B.SRY 200ML,MFR,179.1,199,0
OTTO LUXE 200ML,MFR,220.5,245,0
OTTO MAN B SPRY 200ML,MFR,220.5,245,0
OTTO URGE 200ML,MFR,180,199,0
OVAL CLAY,MFR,150,170,1
OVALTINE BEVERAGE POWDER MILK 200G,MFR,145,150,1
OVALTINE MALT BEBEVERAGE POWDER CHOCO 200G,MFR,145,150,2
OVALTINE MALT BEVERAGE POWDER CHOCO 400G,MFR,310,320,3
OVALTINE MALT BEVERAGE POWDER MILK 400G,MFR,280,289,1
OVENFRESH BURGER BUN,MFR,14.8,15,0
OVENFRESH GARLIC BREAD LOAF,MFR,63,65,7
OVENFRESH GRAIN BREAD LOAF,MFR,52,55,1
OVENFRESH MILK BREAD,MFR,52,55,0
OVENFRESH PAV BUN,MFR,52,54,1
OVENFRESH PIZZA BASE,MFR,24.5,25,0
OVENFRESH SANDWICH BREAD,MFR,52,55,0
OVENFRESH WHEAT BREAD,MFR,52,55,1
OXYLIFE MEN CREME BLEACH 15G,MFR,46,48,2
OXYLIFE NR5 CR BLE 27G,MFR,88,90,1
OXYLIFE NR5 CR BLE 9G,MFR,49,50,0
OZONE PHENOL LIME 1L,MFR,80,82,1
OZONE PHENOL ROSE 1L,MFR,80,82,1
OZONE PHENOL SANDAL 1LR ,MFR,90,92,5
P/B ALPHONE MANGO JUICE180ML,MFR,19.5,20,5
PACHIA BROOMS 130/-,MFR,0,0,0
PACKIA BROOMS 100/-,MFR,85,100,0
PACKIA BROOMS 120/-,MFR,100,120,3
PACKIA BROOMS 130/-,MFR,110,130,0
PACKIA BROOMS 137/--,MFR,115,134,6
PACKIA BROOMS 200/-,MFR,160,200,3
PACKIA BROOMS 208/-,MFR,195,208,22
PACKIA BROOMS 80/-,MFR,65,80,1
PACKIA BROOMS 90/-,MFR,70,90,1
PACKIA DOUBLE LONG BROOMS 100/-,MFR,95,108,0
PACKIA SOFTBROOMS ,MFR,130,141,0
PACKIA WASHING SODA 100G,MFR,19,20,23
PACKIA WASHING SODA 200G,MFR,33,34,21
PACKIA WASHING SODA 500G,MFR,54,55,1
PACKIYA HANDLE BROOMS,MFR,130,150,15
PACKIYA HANDLE BROOMS 160/,MFR,135,160,5
PACKIYA HANDLE BROOMS 180/,MFR,145,180,9
PAD ,MFR,78,80,0
PADMINI,MFR,53,55,4
PADMINI LAVENDER BIG,MFR,53,55,9
PADMINI LAVENDER DHOOP ,MFR,52,55,12
PADMINI ROSA DHOOP BIG,MFR,52,55,8
PADMINI SANDAL DHOOP ,MFR,52,55,10
PADMINI SPIRINAL GUIDE BIG,MFR,53,55,6
PADMINI ULTIMO DHOOP BIG,MFR,52,55,49
PAGE WORK RULED 384*P,MFR,185,190,5
PAGE WORK UNRULED 384*P,MFR,185,190,6
PAINT MIXING PALATE,MFR,31,32,9
PAINT MIXING PALATE NO.36,MFR,38,40,10
PAINT MIXING PALATE NO.50,MFR,55,65,3
PAINT MIXING PALATE NO.66,MFR,70,90,4
PALLAVI KUM KUM 3 IN 1,MFR,14,15,144
PALM SUGAR CANDY 100G,MFR,29,34,1
PALMOLIVE AROMA SHOWER GEL 250ML,MFR,195,199,0
PALMOLIVE COCONUT JOY BODY WASH 250ML,MFR,185,190,0
PAMPERS 150RS OFFER!!!,MFR,1,1,0
PAMPERS 28 PANTS 7-12KG,MFR,389,399,0
PAMPERS 30 PANTS L 9-14KG,MFR,699,799,5
PAMPERS 32 PANTS 7-12KG,MFR,735,749,1
PAMPERS 34,MFR,34,35,0
PAMPERS 86S 5KG,MFR,849,"1,049.00",1
PAMPERS ACT BABY 3-8KG,MFR,355,360,1
PAMPERS ACT BABY 6-11KG,MFR,350,360,3
PAMPERS ACT BABY 9-14KG,MFR,415,425,5
PAMPERS ALOE VERA M7-12KG,MFR,97,99,10
PAMPERS BABY ALOE VERA WIPES 72N,MFR,190,199,9
PAMPERS BABY DRY 2S 4-8KG,MFR,19.5,20,14
PAMPERS BABY DRY 4S 4-8KG,MFR,39,40,0
PAMPERS BABY DRY 58S 4-8KG,MFR,549,699,0
PAMPERS BABY DRY 86S 4-8KG,MFR,"1,024.00","1,049.00",0
PAMPERS BABY DRY 9-14 KG,MFR,341,350,2
PAMPERS BABY DRY LAR 9-14 KG,MFR,320,325,0
PAMPERS BABY DRY M 7-12KG 76N,MFR,899,"1,099.00",2
PAMPERS BABY DRY S10 5KG,MFR,97,99,0
PAMPERS BABY DRY XL 56S 12-17KG,MFR,899,"1,099.00",2
PAMPERS BABY DRY XS 66S,MFR,599,699,1
PAMPERS BABY DRY XXL 16 PANTS,MFR,395,399,2
PAMPERS BABY DRY XXL 8N 15-25KG,MFR,260,275,2
PAMPERS BABY L 9-14KG,MFR,674,699,0
PAMPERS BABY L 9-14KG,MFR,190,199,10
PAMPERS BABY L 9-14KG 64N,MFR,899,"1,099.00",2
PAMPERS BABY TRY 6-11,MFR,316,325,0
PAMPERS BABY TRY 6-11 KG,MFR,73,75,0
PAMPERS BABY TRY 6-11KG,MFR,73,75,0
PAMPERS BABY TRY 9-14KG,MFR,78,80,0
PAMPERS BABY TRY NB-S 8KG,MFR,325,330,4
PAMPERS BABY WIPES 64N,MFR,183,185,0
PAMPERS BABY XS 18S,MFR,189,199,4
PAMPERS DRY BABY 20S 4-8KG,MFR,222,229,0
PAMPERS DRY PAN 9-14 KG,MFR,58,60,2
PAMPERS M SIZE 56 PANTS,MFR,900,999,3
PAMPERS MEDIUM 7-12 KG,MFR,100,105,0
PAMPERS NB 5KG,MFR,849,"1,049.00",1
PAMPERS NB-S 8KG,MFR,147,150,0
PAMPERS NEW BABY 0-5KG 38N,MFR,395,399,9
PAMPERS NEW BABY 5KG,MFR,350,360,1
PAMPERS NEW BABY 5KG 7N,MFR,97,99,2
PAMPERS NEW BABY 5KG 9 N,MFR,97,99,1
PAMPERS NEW BABY 72 DIAPERS,MFR,"1,050.00","1,099.00",1
PAMPERS PANTS 21S,MFR,289,299,0
PAMPERS PANTS 4S,MFR,39,40,0
PAMPERS PANTS 9-14KG,MFR,"1,024.00","1,049.00",0
PAMPERS PANTS L 9-14KG,MFR,379,399,14
PAMPERS PANTS L2 9-14KG,MFR,27,28,1
PAMPERS PANTS LG 12S,MFR,190,199,1
PAMPERS PANTS M 50S,MFR,674,699,1
PAMPERS PANTS M 7-12KG,MFR,189,199,9
PAMPERS PANTS M2 7-12KG,MFR,47,48,2
PAMPERS PANTS M7-12KG,MFR,46,48,0
PAMPERS PANTS NW BABY 62S,MFR,689,699,0
PAMPERS PANTS XXL 28PANTS,MFR,795,799,1
PAMPERS PC 4PANTS L,MFR,95,99,6
PAMPERS PC L20 9-14KG,MFR,470,475,0
PAMPERS PC M22 7-12KG,MFR,379,399,3
PAMPERS PC PANT 4M,MFR,68,70,0
PAMPERS PC PANT 4S,MFR,53,55,2
PAMPERS PC PANTS XS 4,MFR,48,50,3
PAMPERS PC S28 4-8KG,MFR,392,399,1
PAMPERS PC XL19 12-17KG,MFR,369,399,1
PAMPERS PC XS 0-5KG,MFR,279,299,0
PAMPERS S 15N,MFR,189,199,8
PAMPERS S 36S,MFR,379,399,7
PAMPERS S9 4-8KG,MFR,97,99,4
PAMPERS SMALL 4-8 KG,MFR,95,99,9
PAMPERS WIPES 64N,MFR,180,185,2
PAMPERS XL 21 12-17KG,MFR,359,399,5
PAMPERS XL 36 12-17KG,MFR,640,649,1
PAMPERS XL 5PANTS,MFR,145,149,7
PAMPERS XXL 20 15-25KG,MFR,490,499,0
PAMPERS XXL 28PANTS,MFR,674,699,1
PAMPERS XXXL23 17KG,MFR,899,"1,099.00",0
PAMPERS XXXL7 17KG,MFR,294,299,4
PAMPERSE NEW BABY S20 5G,MFR,149,199,0
PAMPERSE PANTS LAV 5KG,MFR,18,18,1
PAMPERSE XL 2 12-17KG,MFR,15,16,7
PAMPERSE XL 7 12-17KG,MFR,140,149,2
PAMPERSM WIPES 8N,MFR,29,30,9
PAMPRES PANTS M7-12KG,MFR,549,699,0
PANA KARKANDU 500G,MFR,375,400,0
PANA KARKANDU 50G OLD,MFR,29,30,0
PANAKARKANDU 100G,MFR,70,80,27
PANAKARKANDU 1KG,MFR,700,750,1
PANAKARKANDU 50G,MFR,35,40,0
PANAKARKANDU BULK,MFR,700,750,19.65
PANANKARKANDU 100G,MFR,70,80,31
PANCHRATAN MIX 150G,MFR,59,60,1
PANCHU THIRI 3N,MFR,9,12,147
PANDIAN CITRON PICKLE 200G,MFR,73,75,1
PANDIAN CITRON PICKLE 300G,MFR,83,85,1
PANDIAN GARLIC PICKLE 200G,MFR,63,65,1
PANDIAN GARLIC PICKLE 300G,MFR,98,100,0
PANDIAN LIME PICKLE 200G,MFR,73,75,0
PANDIAN LIME PICKLE 300G,MFR,83,85,0
PANDIAN MANGO PICKLE 200G,MFR,73,75,0
PANDIAN MANGO PICKLE 300G,MFR,83,85,4
PANDIYAN PULI RICE PASTE 300G,MFR,75,77,2
PANI POORI PAPAD 100G,MFR,30,32,3
PANIVARAGU 500G,MFR,60,70,0
PANJABI TADKA 150G,MFR,34,35,0
PANJATHA KASTHURI BREATHEASY 200G,MFR,170,175,1
PANJATHA KASTHURI BREATHEASY 400G,MFR,320,330,0
PANJATHA KASTHURI BREATHEASY SYRUP 200M,MFR,160,165,3
PANJATHA KASTHURI ORTHO HERBAL OIL 100ML,MFR,120,125,5
PANKAJA KASTHURI MAYUKHI HERBAL HAIR OIL 100ML,MFR,145,150,0
PANKAJA KASTHURI MAYUKHI HERBAL HAIR OIL 200ML,MFR,280,290,2
PANKAJA KASTHURI MAYUKHI HERBAL HAIR OIL 50ML,MFR,78,80,6
PANKAJA KASUTHRI BREATHE EAZY SYRUP 100ML,MFR,85,90,0
PANKAJAKASTHURI CHAVANAPRASH,MFR,110,115,0
PANKAJAKASTHURI CHYAVANAPRASH 500G,MFR,210,215,0
PANKAJAKASTHURI ORTHOHERB,MFR,125,130,5
PANTEEN ADVANCED HAIRFALL SOLUTION SS 180ML,MFR,177,180,4
PANTEN ADVANCED HAIRFALL SOLUTION AD 180ML,MFR,115,120,0
PANTEN ADVANCED HAIRFALL SOLUTION LC 200ML,MFR,188,189,2
PANTEN ADVANCED HAIRFALL SOLUTION LC 650ML,MFR,500,500,0
PANTEN PRO ADVANCED HAIRFALL SOLUTION HFC 75ML,MFR,70,72,2
PANTEN PRO ADVANCED HAIRFALL SOLUTION LB 180ML,MFR,118,120,0
PANTEN PRO ADVANCED HAIRFALL SOLUTION LB 340ML,MFR,222,225,0
PANTEN PRO ADVANCED HAIRFALL SOLUTION LB 75ML,MFR,67,69,0
PANTEN PRO HFC 1000ML,MFR,590,600,0
PANTEN PRO HFC HAIR CONTROL,MFR,500,500,2
PANTENE 2 IN 1 HFC 180ML,MFR,227,229,3
PANTENE 2 IN 1 HFC 650 ML,MFR,625,625,0
PANTENE 2 IN 1 SS 340ML,MFR,270,275,2
PANTENE 2 IN 1 SS 650ML,MFR,625,625,0
PANTENE 2 IN1 AHS 180ML,MFR,143,145,0
PANTENE 2IN1 HAIRFALL 340ML,MFR,280,285,1
PANTENE 675ML*175ML CONDITIONER,MFR,510,520,0
PANTENE 80ML CONDITIONER HFC,MFR,88,90,0
PANTENE ADS SILKY SMOOTH C 650ML,MFR,500,500,0
PANTENE ADV HF SOLUTION LONG BLACK SHAMPOO 650ML,MFR,490,500,2
PANTENE ADV TOTAL DAMAGE 650ML,MFR,461,500,2
PANTENE AHF SOLU 75ML,MFR,73,75,4
PANTENE AHS LC 15/-,MFR,63,64,10
PANTENE AHS SS 10ML*5N,MFR,19.5,20,3
PANTENE AHS SS COND 180ML,MFR,185,190,1
PANTENE AHS SS COND 80ML,MFR,88,90,0
PANTENE AHS TDC 180ML,MFR,118,120,0
PANTENE AHS TDC 340ML,MFR,210,220,0
PANTENE AHS TDC 650ML,MFR,490,500,2
PANTENE AHS TDC 75ML,MFR,58,60,1
PANTENE AHS TDC CON 180ML,MFR,185,189,1
PANTENE AHS TDC CON 80ML,MFR,82,85,0
